address,vicinity,name,type
"1801 Jefferson St, Nashville","1801 Jefferson Street, Nashville",Metro by T-Mobile,"['electronics_store', 'point_of_interest', 'store', 'establishment']"
"1801 Jefferson St, Nashville","1801 Jefferson Street #208, Nashville",Xpress Weave Bar Nashville,"['hair_care', 'point_of_interest', 'establishment']"
"1801 Jefferson St, Nashville","1801 Jefferson Street #105, Nashville",ACE Cash Express,"['finance', 'point_of_interest', 'establishment']"
"936 Richards Rd, Antioch","936 Richards Road, Antioch",Food Lion,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']"
"936 Richards Rd, Antioch","936 Richards Road, Antioch",Mill Creek Commons,"['shopping_mall', 'point_of_interest', 'establishment']"
"936 Richards Rd, Antioch","936 Richards Road, Antioch",ATM,"['atm', 'finance', 'point_of_interest', 'establishment']"
"2515 West End Ave, Nashville","2515 West End Avenue, Nashville",Rootz,"['beauty_salon', 'hair_care', 'point_of_interest', 'establishment']"
"2515 West End Ave, Nashville","2515 West End Avenue, Nashville",Salon Atash Hair & Brow Bar,"['beauty_salon', 'hair_care', 'point_of_interest', 'establishment']"
"2515 West End Ave, Nashville","2515 West End Avenue, Nashville",Ziba International By Katie M,"['beauty_salon', 'hair_care', 'point_of_interest', 'establishment']"
"7657 Hwy 70 S, Nashville","7657 Highway 70 South #101, Nashville",MOVE Inclusive Dance,"['point_of_interest', 'establishment']"
"7657 Hwy 70 S, Nashville","7657 Highway 70 South # 116, Nashville",Petco Dog Training,"['point_of_interest', 'establishment']"
"7657 Hwy 70 S, Nashville","7657 Highway 70 South # 116, Nashville",Petco,"['point_of_interest', 'store', 'establishment']"
"450 Donelson Pike, Nashville","450 Donelson Pike, Nashville",Subway,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"450 Donelson Pike, Nashville","450 Donelson Pike, Nashville",El Mojito Mexican restaurant,"['restaurant', 'food', 'point_of_interest', 'establishment']"
"450 Donelson Pike, Nashville","450 Donelson Pike, Nashville",New China,"['restaurant', 'food', 'point_of_interest', 'establishment']"
"450 Donelson Pike, Nashville","450 Donelson Pike # A7, Nashville",Angel Nails,"['beauty_salon', 'point_of_interest', 'establishment']"
"450 Donelson Pike, Nashville","450 Donelson Pike # A6, Nashville",Capitol Cash,"['finance', 'point_of_interest', 'establishment']"
"3021 Lealand Ln, Nashville","3021 Lealand Lane, Nashville",La Casa Church,"['church', 'place_of_worship', 'point_of_interest', 'establishment']"
"3021 Lealand Ln, Nashville","3021 Lealand Lane, Nashville",Nashville Mind And Body,"['health', 'point_of_interest', 'establishment']"
"3021 Lealand Ln, Nashville","3021 Lealand Lane, Nashville",Sevier Park Community Center,"['point_of_interest', 'establishment']"
"600 Dr. M.L.K. Jr Blvd, Nashville","600 Doctor Martin Luther King Junior Boulevard, Nashville",Tennessee State Capitol,"['tourist_attraction', 'local_government_office', 'point_of_interest', 'establishment']"
"600 Dr. M.L.K. Jr Blvd, Nashville","600 Charlotte Avenue # G10, Nashville",Governor's Scheduling Office,"['local_government_office', 'point_of_interest', 'establishment']"
"600 Dr. M.L.K. Jr Blvd, Nashville","600 Charlotte Avenue, Nashville",General Services-Capitol Facilities,"['local_government_office', 'point_of_interest', 'establishment']"
"600 Dr. M.L.K. Jr Blvd, Nashville","600 Charlotte Avenue, Nashville",Governor's Legal Counsel Office,"['local_government_office', 'point_of_interest', 'establishment']"
"4944 Thoroughbred Ln, Brentwood","4944 Thoroughbred Lane, Brentwood",Cinco De Mayo Mexican Restaurant | Brentwood,"['restaurant', 'food', 'point_of_interest', 'establishment']"
"2134 Fairfax Ave, Nashville","2134 Fairfax Avenue, Nashville",Villager West Condominiums,"['point_of_interest', 'establishment']"
"2527 Lebanon Pike, Nashville","2527 Lebanon Pike, Nashville",Krystal,"['restaurant', 'food', 'point_of_interest', 'establishment']"
"705 Caldwell Dr, Nan","705 Caldwell Drive, Goodlettsville",Goodlettsville Historic Sites,"['local_government_office', 'point_of_interest', 'establishment']"
"705 Caldwell Dr, Nan","705 Caldwell Drive, Goodlettsville",Bowen-Campbell House,"['point_of_interest', 'establishment']"
"715 Massman Dr, Nashville","715 Massman Drive, Nashville","Hearthside Food Solutions, LLC","['food', 'point_of_interest', 'establishment']"
"333 Commerce St, Nashville","333 Commerce Street, Nashville",Littler Mendelson P.C.,"['lawyer', 'point_of_interest', 'establishment']"
"333 Commerce St, Nashville","333 Commerce Street, Nashville",Batman AT&T Building Nashville,"['point_of_interest', 'establishment']"
"333 Commerce St, Nashville","333 Commerce Street 8th floor, Nashville",U.S. Bank: Bruce Kiper,"['finance', 'point_of_interest', 'establishment']"
"333 Commerce St, Nashville","333 Commerce Street Suite 1000, Nashville",Federal Reserve Bank of Atlanta (Nashville Branch),"['finance', 'point_of_interest', 'establishment']"
"519 Old Hickory Blvd, Old Hickory","519 Old Hickory Boulevard, Old Hickory",Community Barber & Style Shop,"['hair_care', 'health', 'point_of_interest', 'establishment']"
"2701 Jefferson St, Nashville","2701 Jefferson Street # 102, Nashville",Na-Jeal Hair & Nail Studio,"['beauty_salon', 'point_of_interest', 'establishment']"
"2701 Jefferson St, Nashville","2701 Jefferson Street #101, Nashville",Wireless Z on Jefferson,"['point_of_interest', 'store', 'establishment']"
"2701 Jefferson St, Nashville","2701 Jefferson Street Suite 203, Nashville",Electrolysis Global Image,"['beauty_salon', 'hair_care', 'point_of_interest', 'establishment']"
"2701 Jefferson St, Nashville","2701 Jefferson Street # 205, Nashville",Otey's Real Estate Agency Inc,"['real_estate_agency', 'point_of_interest', 'establishment']"
"2701 Jefferson St, Nashville","2701 Jefferson Street # 103, Nashville",Showtime Barber Shop,"['hair_care', 'health', 'point_of_interest', 'establishment']"
"421 Ocala Dr, Nashville","421 Ocala Drive, Nashville",Bethany Center for Rehabilitation and Healing,"['health', 'point_of_interest', 'establishment']"
"1101 Nashboro Blvd, Nashville","1101 Nashboro Boulevard, Nashville",Nashboro Golf Club,"['point_of_interest', 'store', 'establishment']"
"1101 Nashboro Blvd, Nashville","1101 Nashboro Boulevard, Nashville",Nashboro Golf Club House,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"3760 Nolensville Pike, Nashville","3760 Nolensville Pike, Nashville",Bank of America ATM (Drive-thru),"['atm', 'finance', 'point_of_interest', 'establishment']"
"3760 Nolensville Pike, Nashville","3760a Nolensville Pike, Nashville",Rent-A-Center,"['electronics_store', 'furniture_store', 'home_goods_store', 'point_of_interest', 'store', 'establishment']"
"3760 Nolensville Pike, Nashville","3760 Nolensville Pike, Nashville",Bargain Hunt,"['point_of_interest', 'store', 'establishment']"
"2201 West End Ave, Nashville","2201 West End Avenue, Nashville",Vanderbilt University,"['university', 'point_of_interest', 'establishment']"
"4005 Hillsboro Pike, Nashville","4005 Hillsboro Pike #103, Nashville",Corzine & Co.,"['jewelry_store', 'home_goods_store', 'point_of_interest', 'store', 'establishment']"
"4005 Hillsboro Pike, Nashville","4005 Hillsboro Pike #101, Nashville",Soirée Nail Bar,"['beauty_salon', 'point_of_interest', 'establishment']"
"2428 Nolensville Pike, Nashville","2428 D Nolensville Pike, Nashville",Low Cost Interlock,"['car_repair', 'point_of_interest', 'establishment']"
"2428 Nolensville Pike, Nashville","2428 Nolensville Pike, Nashville",Alliance Business Solutions Transcription Services,"['health', 'point_of_interest', 'establishment']"
"2428 Nolensville Pike, Nashville","2428 Nolensville Pike, Nashville",Alliance Business Solutions interpreter services,"['point_of_interest', 'establishment']"
"2428 Nolensville Pike, Nashville","2428 Nolensville Pike, Nashville",Chonburi Muay Thai,"['gym', 'health', 'point_of_interest', 'establishment']"
"2428 Nolensville Pike, Nashville","2428 Nolensville Pike, Nashville",Brooklyn Pizza and Cafe,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"7663 US-70S, Nashville","7663 U.S. 70S, Nashville",Goodwill Industries of Middle Tennessee,"['book_store', 'furniture_store', 'home_goods_store', 'point_of_interest', 'clothing_store', 'store', 'establishment']"
"7663 US-70S, Nashville","7663 U.S. 70S, Nashville",Goodwill Industries of Middle Tennessee,"['book_store', 'furniture_store', 'home_goods_store', 'point_of_interest', 'clothing_store', 'store', 'establishment']"
"7663 US-70S, Nashville","7663 Highway 70 South, Nashville",Goodwill,"['home_goods_store', 'point_of_interest', 'store', 'establishment']"
"2020 Lindell Ave, Nashville","2020 Lindell Avenue, Nashville",Threebrand Media,"['point_of_interest', 'establishment']"
"2020 Lindell Ave, Nashville","2020 Lindell Avenue, Nashville",Cardboard Films,"['point_of_interest', 'establishment']"
"2020 Lindell Ave, Nashville","2020 Lindell Avenue, Nashville",Fort Houston Artisan Support Project,"['art_gallery', 'point_of_interest', 'establishment']"
"2020 Lindell Ave, Nashville","2020 Lindell Avenue, Nashville",Floral Unique by Paul,"['florist', 'point_of_interest', 'store', 'establishment']"
"2020 Lindell Ave, Nashville","2020 Lindell Avenue, Nashville",Infinity Cat Recordings,"['electronics_store', 'home_goods_store', 'point_of_interest', 'store', 'establishment']"
"2319 Winford Ave, Nashville","2319 Winford Avenue, Nashville",Derrick Barton Tennis Court Construction,"['point_of_interest', 'establishment']"
"2319 Winford Ave, Nashville","2319 Winford Avenue, Nashville",Waterscapes Backyard Resorts,"['general_contractor', 'point_of_interest', 'establishment']"
"777 McGavock Pk, Nashville","777 McGavock Pike, Nashville",PSAV,"['point_of_interest', 'establishment']"
"777 McGavock Pk, Nashville","777 McGavock Pike, Nashville",Old Hickory Grill,"['restaurant', 'food', 'point_of_interest', 'establishment']"
"777 McGavock Pk, Nashville","777 McGavock Pike, Nashville",ATM,"['atm', 'finance', 'point_of_interest', 'establishment']"
"777 McGavock Pk, Nashville","777 McGavock Pike, Nashville",PSAV Presentation Services,"['point_of_interest', 'establishment']"
"777 McGavock Pk, Nashville","777 McGavock Pike, Nashville",Business Center,"['point_of_interest', 'establishment']"
"2300 Patterson St, Nashville","2300 Patterson Street, Nashville",Centennial Hospital,"['hospital', 'health', 'point_of_interest', 'establishment']"
"2300 Patterson St, Nashville","2300 Patterson Street, Nashville",The Children's Hospital at TriStar Centennial: Emergency Room,"['health', 'point_of_interest', 'establishment']"
"2300 Patterson St, Nashville","2300 Patterson Street, Nashville",Subway,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"570 Metroplex Dr, Nashville","570 Metroplex Drive, Nashville","American Fabricators, Inc.","['general_contractor', 'point_of_interest', 'establishment']"
"570 Metroplex Dr, Nashville","570 Metroplex Drive, Nashville",Afi,"['point_of_interest', 'establishment']"
"500 S 5th St, Nashville","500 Shelby Avenue, Nashville",CWA Plaza,"['point_of_interest', 'establishment']"
"1704 Galleria Blvd, Nan","1704 Galleria Boulevard, Franklin",McDonald's,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
"3041 Owen Dr, Antioch","3041 Owen Drive, Antioch","American Freight - Furniture, Mattress, Appliance","['furniture_store', 'home_goods_store', 'point_of_interest', 'store', 'establishment']"
"3041 Owen Dr, Antioch","3041 Owen Drive, Antioch",Liberty Tax Service,"['finance', 'point_of_interest', 'establishment']"
"531 NW Broad St, Nan","531 Northwest Broad Street, Murfreesboro",Furniture & Merchandise Outlet,"['furniture_store', 'home_goods_store', 'point_of_interest', 'store', 'establishment']"
"501 Metroplex Dr, Nashville","501 Metroplex Drive #304, Nashville","Customized Security Solutions, LLC","['point_of_interest', 'establishment']"
"501 Metroplex Dr, Nashville","501 Metroplex Drive suite 111, Nashville",Mercato BAS Supply,"['point_of_interest', 'establishment']"
"501 Metroplex Dr, Nashville","501 Metroplex Drive Suite 318, Nashville","RAMS / RPG, Inc - Greater Nashvile","['point_of_interest', 'establishment']"
"501 Metroplex Dr, Nashville","501 Metroplex Drive #312, Nashville",3 Wire Training Academy,"['point_of_interest', 'establishment']"
"501 Metroplex Dr, Nashville","501 Metroplex Drive Suite 310, Nashville",Cobot Team,"['point_of_interest', 'establishment']"
"5728 US-70, Nashville","5728 Charlotte Pike, Nashville",Papa John's Pizza,"['restaurant', 'food', 'point_of_interest', 'establishment']"
"610 W Burton St, Nan","610 West Burton Street, Murfreesboro",ground up builders,"['general_contractor', 'point_of_interest', 'establishment']"
"610 W Burton St, Nan","610 West Burton Street, Murfreesboro",Ground Up Foundation Repair,"['general_contractor', 'point_of_interest', 'establishment']"
"610 W Burton St, Nan","610 West Burton Street, Murfreesboro",Advantage Home Improvement,"['general_contractor', 'roofing_contractor', 'home_goods_store', 'point_of_interest', 'store', 'establishment']"
"5205 Old Hickory Blvd, Hermitage","5205 Old Hickory Boulevard, Hermitage",Nail Lounge,"['beauty_salon', 'point_of_interest', 'establishment']"
"5205 Old Hickory Blvd, Hermitage","5205 Old Hickory Boulevard, Hermitage",Penn Station East Coast Subs,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"5205 Old Hickory Blvd, Hermitage","5205 Old Hickory Boulevard, Hermitage",Taziki's Mediterranean Cafe,"['restaurant', 'food', 'point_of_interest', 'establishment']"
"5205 Old Hickory Blvd, Hermitage","5205 Old Hickory Boulevard Suite #103, Hermitage",Sport Clips Haircuts of Hermitage Commons,"['hair_care', 'health', 'point_of_interest', 'establishment']"
"5205 Old Hickory Blvd, Hermitage","5205 Old Hickory Boulevard Suite110, Hermitage",Dunkin',"['bakery', 'meal_takeaway', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
"2609 Gallatin Pike, Nashville","2609 Gallatin Pike, Nashville",Smoke Mountain Vape & Kratom,"['point_of_interest', 'store', 'establishment']"
"921 Gallatin Ave, Nashville","921 Gallatin Avenue, Nashville",Status Dough,"['bakery', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']"
"921 Gallatin Ave, Nashville","921 Gallatin Avenue Suite 102, Nashville","Results Physiotherapy Nashville, Tennessee-East","['physiotherapist', 'health', 'point_of_interest', 'establishment']"
"10 Quality Way, Nashville","10 Quality Way, Nashville","DR&A, Inc.","['point_of_interest', 'establishment']"
"10 Quality Way, Nashville","10 Quality Way, Nashville",Moo TV,"['point_of_interest', 'establishment']"
"500 11th Ave N, Nashville","500 11th Avenue North Suite 500, Nashville",Bridge Connector,"['point_of_interest', 'establishment']"
"500 11th Ave N, Nashville","500 11th Avenue North Suite 790, Nashville","Alto Solutions, Inc.","['finance', 'point_of_interest', 'establishment']"
"500 11th Ave N, Nashville","500 11th Avenue North, Nashville",WeWork Capitol View,"['real_estate_agency', 'point_of_interest', 'establishment']"
"400 Broadway, Nashville","400 Broadway, Nashville",Dierks Bentley's Whiskey Row - Nashville,"['night_club', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"4500 Murphy Rd, Nashville","4500 Murphy Road #1, Nashville",miguel dejesus,"['point_of_interest', 'establishment']"
"4500 Murphy Rd, Nashville","4500 Murphy Road, Nashville",Edley's Bar-B-Que,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"1415 Dickerson Pike, Nashville","1415 Dickerson Pike, Nashville",Savoy Motel,"['lodging', 'point_of_interest', 'establishment']"
"5501 Hill Rd, Brentwood","5501 Hill Road, Brentwood",Granbery Elementary School,"['primary_school', 'school', 'point_of_interest', 'establishment']"
"5501 Hill Rd, Brentwood","5501 Hill Road, Brentwood",Midtown Crieve Hall,"['church', 'place_of_worship', 'point_of_interest', 'establishment']"
"1299 Murfreesboro Rd, Nan","1299 Tennessee 96 E, Franklin",McDonald's,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
"3885 Lebanon Pike, Hermitage","3885 Lebanon Pike, Hermitage",Papa Murphy's | Take 'N' Bake Pizza,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
